2	-0.030783482	-0.034012362	-0.013093687
4	-0.00285773	-0.004714915	0.021451317
6	-0.006052492	-0.006755342	0.022537726
8	-0.001144013	3.68701E-05	0.033876151
10	0.011251429	0.015209203	0.052327167
14	0.066403089	0.078622655	0.120893001
16	0.040622601	0.055917708	0.097762763
18	0.045299452	0.064068918	0.107611857
20	0.048886479	0.071267201	0.116454256
22	0.095447267	0.123786156	0.174112809
24	0.060594853	0.090742741	0.141743872
26	0.078585515	0.113269059	0.169374155
28	0.05922408	0.097050302	0.156313311
30	0.070839847	0.113689308	0.177004686
32	0.056635423	0.103435606	0.169565146
34	0.062409077	0.113780645	0.184543513
36	0.080933903	0.138867663	0.216273924
38	0.055997346	0.116001035	0.195781838
40	0.081727842	0.148220601	0.2370429
42	0.058143964	0.122641451	0.21304421
44	0.070727471	0.138603683	0.23373228
46	0.10521408	0.179906005	0.281956657
48	0.068683711	0.145905409	0.245470957
50	0.06892413	0.153037805	0.262391956
52	0.090255657	0.181783409	0.300965129
54	0.09124728	0.188747807	0.316909683
56	0.098701229	0.205350521	0.340763722
58	0.087011951	0.199022152	0.340832292
60	0.09867099	0.222557528	0.376029297
62	0.113563396	0.250036278	0.413941541
64	0.104321075	0.25112248	0.420546078
66	0.108136187	0.268519035	0.44645939
68	0.123429401	0.300305402	0.488944373
70	0.122005961	0.314772531	0.508152434
72	0.11973083	0.32917729	0.528909385
74	0.136078631	0.36799726	0.576337794
76	0.129560573	0.382508299	0.593349872
78	0.145809985	0.431695302	0.65468488
80	0.166499861	0.483413266	0.71365733
82	0.146916469	0.478411087	0.708168828
84	0.150131438	0.508671478	0.742648272
86	0.167615747	0.560166968	0.800992767
88	0.160726706	0.580122031	0.822740622
90	0.16890135	0.620102583	0.86893878
92	0.188167371	0.675269131	0.932911972
94	0.189939797	0.703987584	0.969298278
96	0.188913145	0.726647467	1
